text,page,bbox,font_size,font_name,font_flags,page_height,page_width,block_index,total_blocks,relative_position,font_size_z_score,font_size_percentile,is_largest_font,is_common_font_size,font_size_deviation,is_first_page,is_last_page,page_position_normalized,prev_font_size_diff,prev_text_length,prev_page_diff,next_font_size_diff,next_text_length,next_page_diff,text_length_z_score,is_short_text,is_medium_text,is_long_text,title_score,h1_score,h2_score,h3_score,heading_likelihood,heuristic_class,heuristic_confidence,block_width,block_height,aspect_ratio,sentence_count,avg_sentence_length,word_count,avg_word_length,unique_word_ratio,char_count,alpha_ratio,digit_ratio,punct_ratio,space_ratio,stopword_ratio,bigram_diversity,starts_with_number,ends_with_punct,has_colon,parentheses_count,quote_count,flesch_score,heading_rank,heading_percentile,preliminary_label,label,source_file
"Jones is being charged with possession with intent to deliver methamphetamine, failure to affix drug tax stamp, and possession of drug paraphernalia. See attachments 1, 2, 3, 4.",6,"(144.0, 108.13917541503906, 467.94354248046875, 170.55470275878906)",13.199999809265137,CGTimes,4,792.0,612.0,111,272,0.40808823529411764,0.00882352800930164,1.0,True,True,0.0,False,False,0.1365393628977766,0.0,716,1,0.0,3,0,1.0305777714902844,False,False,True,2,1,1.0,0.5,2.0,Title,0.4444444444444444,323.94354248046875,62.41552734375,5.190111439680193,2,14.0,28,5.357142857142857,0.8571428571428571,177,0.7853107344632768,0.022598870056497175,0.03954802259887006,0.15254237288135594,0.22857142857142856,1.0,False,True,False,0,0,0.0,45,0.8382352941176471,H2,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
Id.,6,"(72.0, 178.33912658691406, 87.11280059814453, 193.95472717285156)",13.199999809265137,"CGTimes,Italic",6,792.0,612.0,112,272,0.4117647058823529,0.00882352800930164,1.0,True,True,0.0,False,False,0.22517566488246726,0.0,177,0,0.0,78,0,-1.0297071304735654,True,False,False,3,3,3.0,1.5,3.0,Title,0.2857142857142857,15.112800598144531,15.6156005859375,0.9678014313297844,1,1.0,1,3.0,1.0,3,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.0,False,True,False,0,0,78.92000000000003,31,0.8897058823529411,H2,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
Attachment 1 was Deputy Klunder’s typewritten report from the traffic stop and,6,"(108.0, 201.73915100097656, 539.9719848632812, 217.35475158691406)",13.199999809265137,CGTimes,4,792.0,612.0,113,272,0.41544117647058826,0.00882352800930164,1.0,True,True,0.0,False,False,0.2547211502537583,0.0,3,0,0.0,91,0,-0.14165329342018193,False,True,False,2,0,1.0,0.5,2.0,Title,0.5714285714285714,431.97198486328125,15.6156005859375,27.66284796322788,1,12.0,12,5.583333333333333,1.0,78,0.8333333333333334,0.01282051282051282,0.0,0.14102564102564102,0.35714285714285715,1.0,False,False,False,0,0,0.0,46,0.8345588235294118,H2,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"Jones’s arrest.  Among other things, the officer indicated the following in the report: “We",6,"(72.00003051757812, 225.13917541503906, 539.9842529296875, 240.75477600097656)",13.199999809265137,CGTimes,4,792.0,612.0,114,272,0.41911764705882354,0.00882352800930164,1.0,True,True,0.0,False,False,0.28426663562504934,0.0,78,0,0.0,91,0,0.01227603833573789,False,True,False,2,0,1.0,0.5,2.0,Title,0.5714285714285714,467.9842224121094,15.6156005859375,29.96901847204959,2,7.0,14,5.5,0.8571428571428571,91,0.7912087912087912,0.0,0.03296703296703297,0.15384615384615385,0.35,1.0,False,False,True,0,0,0.0,47,0.8308823529411765,H2,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"have received information that Jones also deals drugs out of his residence, located at [the",6,"(72.00003051757812, 248.53919982910156, 540.0084228515625, 264.15478515625)",13.199999809265137,CGTimes,4,792.0,612.0,115,272,0.4227941176470588,0.00882352800930164,1.0,True,True,0.0,False,False,0.31381212099634037,0.0,91,0,0.0,89,0,0.01227603833573789,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,468.0083923339844,15.615585327148438,29.970595563928658,1,15.0,15,5.133333333333334,1.0,91,0.8241758241758241,0.0,0.01098901098901099,0.15384615384615385,0.4117647058823529,1.0,False,False,False,0,0,0.0,158,0.4227941176470588,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
apartment specified in the warrant application] in Mason City. . . .  It is believed that,6,"(71.99996948242188, 271.939208984375, 539.9609985351562, 287.5547790527344)",13.199999809265137,CGTimes,4,792.0,612.0,116,272,0.4264705882352941,0.00882352800930164,1.0,True,True,0.0,False,False,0.34335758710148356,0.0,91,0,0.0,84,0,-0.011405397319019005,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.9610290527344,15.615570068359375,29.967591769251364,5,3.2,16,4.5625,0.8125,89,0.7640449438202247,0.0,0.0449438202247191,0.1797752808988764,0.3333333333333333,0.8823529411764706,False,False,False,0,0,10.59325000000004,159,0.41911764705882354,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
there are more drugs and illegal items at Jones’[s] residence.”  (Id. at 8)  Further,6,"(72.00015258789062, 295.33917236328125, 539.9935302734375, 310.95477294921875)",13.199999809265137,CGTimes,4,792.0,612.0,117,272,0.43014705882352944,0.00882352800930164,1.0,True,True,0.0,False,False,0.3729029954081834,0.0,89,0,0.0,85,0,-0.07060898645591124,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.9933776855469,15.6156005859375,29.969604762239786,2,7.0,14,4.928571428571429,0.9285714285714286,84,0.7142857142857143,0.011904761904761904,0.023809523809523808,0.17857142857142858,0.36363636363636365,1.0,False,False,False,2,0,0.0,160,0.41544117647058826,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
attachments included copies of three citations issued to Jones: one for possession of,6,"(72.00009155273438, 318.73919677734375, 539.5091552734375, 334.3547668457031)",13.199999809265137,CGTimes,4,792.0,612.0,118,272,0.4338235294117647,0.00882352800930164,1.0,True,True,0.0,False,False,0.4024484807794744,0.0,84,0,0.0,92,0,-0.058768268628532794,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.5090637207031,15.615570068359375,29.938648520298383,1,13.0,13,5.615384615384615,0.9230769230769231,85,0.8470588235294118,0.0,0.011764705882352941,0.1411764705882353,0.2857142857142857,1.0,False,False,True,0,0,0.0,161,0.4117647058823529,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
methamphetamine with intent to deliver (id. at 9); one for failure to affix a tax stamp (id.,6,"(72.00006103515625, 342.13916015625, 540.0664672851562, 357.7547607421875)",13.199999809265137,"CGTimes,Italic",4,792.0,612.0,119,272,0.4375,0.00882352800930164,1.0,True,True,0.0,False,False,0.43199388908617425,0.0,85,0,0.0,90,0,0.024116756163116336,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,468.06640625,15.6156005859375,29.97428140365689,2,8.5,17,4.470588235294118,0.8823529411764706,92,0.75,0.010869565217391304,0.03260869565217391,0.17391304347826086,0.2608695652173913,0.9090909090909091,False,True,False,3,0,9.101617647058845,162,0.40808823529411764,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
at 10); and one for possession of drug paraphernalia (id. at 11).  The citations issued to,6,"(72.00009155273438, 365.5391845703125, 539.907470703125, 381.1547546386719)",13.199999809265137,CGTimes,4,792.0,612.0,120,272,0.4411764705882353,0.00882352800930164,1.0,True,True,0.0,False,False,0.4615393744574653,0.0,92,0,0.0,78,0,0.0004353205083594423,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.9073791503906,15.615570068359375,29.96415610202251,3,5.333333333333333,16,4.625,0.9375,90,0.7111111111111111,0.044444444444444446,0.03333333333333333,0.17777777777777778,0.3181818181818182,1.0,False,False,False,3,0,5.784166666666692,163,0.40441176470588236,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
Jones for the traffic violations were not attached to the warrant application.,6,"(72.00009155273438, 388.93914794921875, 476.362548828125, 404.55474853515625)",13.199999809265137,CGTimes,4,792.0,612.0,121,272,0.44485294117647056,0.00882352800930164,1.0,True,True,0.0,False,False,0.49108478276416506,0.0,90,0,0.0,77,0,-0.14165329342018193,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,404.3624572753906,15.6156005859375,25.89477459096488,1,12.0,12,5.583333333333333,0.9166666666666666,78,0.8461538461538461,0.0,0.01282051282051282,0.14102564102564102,0.46153846153846156,1.0,False,True,False,0,0,0.0,164,0.4007352941176471,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"The application and attachments were presented to a state magistrate, who had",6,"(108.00009155273438, 412.33917236328125, 539.8125610351562, 427.9547424316406)",13.199999809265137,CGTimes,4,792.0,612.0,122,272,0.4485294117647059,0.00882352800930164,1.0,True,True,0.0,False,False,0.5206302681354561,0.0,78,0,0.0,91,0,-0.15349401124756037,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,431.8124694824219,15.615570068359375,27.652686875477585,1,12.0,12,5.5,1.0,77,0.8441558441558441,0.0,0.012987012987012988,0.14285714285714285,0.5384615384615384,1.0,False,False,False,0,0,0.0,165,0.39705882352941174,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
Deputy Klunder swear to the truth of the matters contained in the application packet.  (See,6,"(72.00015258789062, 435.7391357421875, 539.8345336914062, 451.354736328125)",13.199999809265137,"CGTimes,Italic",4,792.0,612.0,123,272,0.4522058823529412,0.00882352800930164,1.0,True,True,0.0,False,False,0.5501756764421559,0.0,77,0,0.0,88,0,0.01227603833573789,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.8343811035156,15.6156005859375,29.959422855936776,2,7.5,15,5.066666666666666,0.8666666666666667,91,0.8131868131868132,0.0,0.01098901098901099,0.16483516483516483,0.35294117647058826,1.0,False,False,False,1,0,0.0,166,0.39338235294117646,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
Doc. No. 37)  The magistrate found probable cause existed and issued the search warrant.,6,"(72.0001220703125, 459.13916015625, 539.928466796875, 474.7547302246094)",13.199999809265137,CGTimes,4,792.0,612.0,124,272,0.45588235294117646,0.00882352800930164,1.0,True,True,0.0,False,False,0.579721161813447,0.0,91,0,0.0,78,0,-0.02324611514639745,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.9283447265625,15.615570068359375,29.965498709181908,3,4.666666666666667,14,5.285714285714286,1.0,88,0.7727272727272727,0.022727272727272728,0.03409090909090909,0.1590909090909091,0.2222222222222222,1.0,False,True,False,1,0,0.0,167,0.3897058823529412,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"In the issuing magistrate’s endorsement to the application, under “Abstract of",6,"(72.0001220703125, 482.53912353515625, 539.9176025390625, 498.15472412109375)",13.199999809265137,CGTimes,4,792.0,612.0,125,272,0.45955882352941174,0.00882352800930164,1.0,True,True,0.0,False,False,0.6092665701201467,0.0,88,0,0.0,88,0,-0.14165329342018193,False,True,False,0,1,1.5,0.5,1.5,H2,0.5,467.91748046875,15.6156005859375,29.96474441656309,1,11.0,11,6.181818181818182,0.9090909090909091,78,0.8333333333333334,0.0,0.01282051282051282,0.1282051282051282,0.4666666666666667,1.0,False,False,False,0,0,0.0,81,0.7058823529411765,H2,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"Testimony,” the magistrate indicated, in his own handwriting, “As set out in Application",6,"(72.00013732910156, 505.9390869140625, 539.9659423828125, 521.5546875)",13.199999809265137,CGTimes,4,792.0,612.0,126,272,0.4632352941176471,0.00882352800930164,1.0,True,True,0.0,False,False,0.6388119784268466,0.0,78,0,0.0,61,0,-0.02324611514639745,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.96580505371094,15.6156005859375,29.967839051616988,1,13.0,13,5.846153846153846,0.9230769230769231,88,0.8068181818181818,0.0,0.03409090909090909,0.13636363636363635,0.3888888888888889,1.0,False,False,False,0,0,0.0,168,0.3860294117647059,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
and attachments incorporated herein by reference.”  Id. at 6.,6,"(72.00009155273438, 529.339111328125, 398.40838623046875, 544.9547119140625)",13.199999809265137,CGTimes,4,792.0,612.0,127,272,0.46691176470588236,0.00882352800930164,1.0,True,True,0.0,False,False,0.6683574637981377,0.0,88,0,0.0,78,0,-0.3429454964856155,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,326.4082946777344,15.6156005859375,20.90270514293755,2,4.5,9,5.777777777777778,1.0,61,0.7704918032786885,0.01639344262295082,0.04918032786885246,0.14754098360655737,0.25,1.0,False,True,False,0,0,0.0,169,0.38235294117647056,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
Deputy Klunder and other officers executed the warrant at the apartment.  They,6,"(108.00009155273438, 552.7391357421875, 539.9146728515625, 568.354736328125)",13.199999809265137,CGTimes,4,792.0,612.0,128,272,0.47058823529411764,0.00882352800930164,1.0,True,True,0.0,False,False,0.6979029491694286,0.0,61,0,0.0,84,0,-0.14165329342018193,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,431.9145812988281,15.6156005859375,27.65917192373537,2,6.0,12,5.5,0.9166666666666666,78,0.8333333333333334,0.0,0.01282051282051282,0.15384615384615385,0.46153846153846156,1.0,False,False,False,0,0,0.0,170,0.3786764705882353,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"located a safe, a large amount of cash, approximately two ounces of methamphetamine,",6,"(72.00018310546875, 576.1390991210938, 540.52685546875, 591.7546997070312)",13.199999809265137,CGTimes,4,792.0,612.0,129,272,0.4742647058823529,0.00882352800930164,1.0,True,True,0.0,False,False,0.7274483574761285,0.0,78,0,0.0,53,0,-0.07060898645591124,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,468.52667236328125,15.6156005859375,30.0037561658185,1,13.0,13,5.538461538461538,0.8461538461538461,84,0.8214285714285714,0.0,0.03571428571428571,0.14285714285714285,0.25,1.0,False,False,False,0,0,0.0,171,0.375,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"some other drugs, and various items of paraphernalia.",6,"(72.00018310546875, 599.5390625, 363.5413818359375, 615.1546630859375)",13.199999809265137,CGTimes,4,792.0,612.0,130,272,0.47794117647058826,0.00882352800930164,1.0,True,True,0.0,False,False,0.7569937657828283,0.0,84,0,0.0,15,1,-0.4376712391046431,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,291.54119873046875,15.6156005859375,18.669867811105117,1,8.0,8,5.75,1.0,53,0.8301886792452831,0.0,0.03773584905660377,0.1320754716981132,0.4,1.0,False,True,False,0,0,0.0,172,0.3713235294117647,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
II.  DISCUSSION,7,"(255.0, 108.13917541503906, 356.8956298828125, 123.75477600097656)",13.199999809265137,"CGTimes,BoldItalic",22,792.0,612.0,131,272,0.48161764705882354,0.00882352800930164,1.0,True,True,0.0,False,False,0.1365393628977766,0.0,53,1,0.0,81,0,-0.8876185165450241,False,True,False,4,6,1.5,0.5,6.0,H1,0.5,101.8956298828125,15.6156005859375,6.525245655589691,2,1.0,2,6.5,1.0,15,0.8,0.0,0.06666666666666667,0.13333333333333333,0.0,1.0,False,False,False,0,0,0.0,3,0.9926470588235294,H1,H2,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
Jones moves to suppress the evidence found during the traffic stop and during the,7,"(108.0, 131.53919982910156, 539.9505004882812, 147.15480041503906)",13.199999809265137,CGTimes,4,792.0,612.0,132,272,0.4852941176470588,0.00882352800930164,1.0,True,True,0.0,False,False,0.16608484826906764,0.0,15,0,0.0,89,0,-0.10613113993804658,False,True,False,2,1,1.0,0.5,2.0,Title,0.4444444444444444,431.95050048828125,15.6156005859375,27.661472135581562,1,14.0,14,4.857142857142857,0.7857142857142857,81,0.8395061728395061,0.0,0.0,0.16049382716049382,0.5,0.9230769230769231,False,False,False,0,0,0.0,48,0.8272058823529411,H2,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
search of his residence.  He argues Deputy Klunder’s detention of him at the scene of the,7,"(72.00006103515625, 154.93922424316406, 539.9632568359375, 170.55482482910156)",13.199999809265137,CGTimes,4,792.0,612.0,133,272,0.4889705882352941,0.00882352800930164,1.0,True,True,0.0,False,False,0.19563033364035867,0.0,81,0,0.0,92,0,-0.011405397319019005,False,True,False,2,1,1.0,0.5,2.0,Title,0.4444444444444444,467.96319580078125,15.6156005859375,29.967671958912785,2,8.0,16,4.5625,0.8125,89,0.797752808988764,0.0,0.011235955056179775,0.1797752808988764,0.5263157894736842,1.0,False,False,False,0,0,5.721250000000026,49,0.8235294117647058,H2,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"traffic stop was unlawful, the officers performed an unlawful search incident to his arrest,",7,"(72.00006866455078, 178.33924865722656, 539.96337890625, 193.95484924316406)",13.199999809265137,CGTimes,4,792.0,612.0,134,272,0.49264705882352944,0.00882352800930164,1.0,True,True,0.0,False,False,0.2251758190116497,0.0,89,0,0.0,89,0,0.024116756163116336,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.9633102416992,15.6156005859375,29.96767928754016,1,14.0,14,5.642857142857143,1.0,92,0.8369565217391305,0.0,0.021739130434782608,0.14130434782608695,0.3125,1.0,False,False,False,0,0,0.0,173,0.36764705882352944,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"the search warrant application and resulting warrant were defective, and the exclusionary",7,"(71.99996948242188, 201.73927307128906, 539.9363403320312, 217.35487365722656)",13.199999809265137,CGTimes,4,792.0,612.0,135,272,0.4963235294117647,0.00882352800930164,1.0,True,True,0.0,False,False,0.2547213043829407,0.0,92,0,0.0,88,0,-0.011405397319019005,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.9363708496094,15.6156005859375,29.965954128655518,1,12.0,12,6.5,0.75,89,0.8651685393258427,0.0,0.011235955056179775,0.12359550561797752,0.38461538461538464,1.0,False,False,False,0,0,0.0,174,0.3639705882352941,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
rule does not save the illegal search pursuant to the defective warrant.  (See Doc. Nos.,7,"(71.99990844726562, 225.13929748535156, 540.5418090820312, 240.75489807128906)",13.199999809265137,CGTimes,4,792.0,612.0,136,272,0.5,0.00882352800930164,1.0,True,True,0.0,False,False,0.28426678975423175,0.0,89,0,0.0,8,0,-0.02324611514639745,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,468.5419006347656,15.6156005859375,30.004731361834853,3,5.0,15,4.866666666666666,0.9333333333333333,88,0.7840909090909091,0.0,0.03409090909090909,0.17045454545454544,0.2631578947368421,1.0,False,True,False,1,0,0.0,175,0.3602941176470588,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
15 & 20),7,"(71.99996948242188, 248.53932189941406, 120.01557922363281, 264.1549072265625)",13.199999809265137,CGTimes,4,792.0,612.0,137,272,0.5036764705882353,0.00882352800930164,1.0,True,True,0.0,False,False,0.3138122751255228,0.0,88,0,0.0,20,0,-0.9705035413366732,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,48.01560974121094,15.615585327148438,3.0748517417232843,1,3.0,3,2.0,1.0,8,0.0,0.5,0.0,0.25,0.0,1.0,True,False,False,1,0,100.0,176,0.35661764705882354,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
A.  The Traffic Stop,7,"(250.19996643066406, 295.33929443359375, 361.7783203125, 310.95489501953125)",13.199999809265137,"CGTimes,BoldItalic",22,792.0,612.0,138,272,0.5073529411764706,0.00882352800930164,1.0,True,True,0.0,False,False,0.37290314953736586,0.0,8,0,0.0,81,0,-0.8284149274081318,False,True,False,1,1,2.0,0.5,2.0,H2,0.4444444444444444,111.57835388183594,15.6156005859375,7.145313000789537,2,2.0,4,4.0,1.0,20,0.75,0.0,0.05,0.2,0.25,1.0,False,False,False,0,0,35.60500000000002,50,0.8198529411764706,H2,H3,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
Jones argues it was unlawful for Deputy Klunder to detain him at the scene of the,7,"(107.99996948242188, 318.73931884765625, 539.950439453125, 334.3548889160156)",13.199999809265137,CGTimes,4,792.0,612.0,139,272,0.5110294117647058,0.00882352800930164,1.0,True,True,0.0,False,False,0.4024486349086569,0.0,20,0,0.0,85,0,-0.10613113993804658,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,431.9504699707031,15.615570068359375,27.661524240215286,1,16.0,16,4.125,0.9375,81,0.8148148148148148,0.0,0.0,0.18518518518518517,0.5625,1.0,False,False,False,0,0,16.107500000000016,177,0.35294117647058826,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
traffic stop after the officer had completed his investigation of the window tint and,7,"(72.0, 342.1392822265625, 539.91845703125, 357.7548828125)",13.199999809265137,CGTimes,4,792.0,612.0,140,272,0.5147058823529411,0.00882352800930164,1.0,True,True,0.0,False,False,0.43199404321535667,0.0,81,0,0.0,89,0,-0.058768268628532794,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.91845703125,15.6156005859375,29.964806954183377,1,14.0,14,5.142857142857143,0.9285714285714286,85,0.8470588235294118,0.0,0.0,0.15294117647058825,0.5,1.0,False,False,False,0,0,0.0,178,0.3492647058823529,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
